id,song_id,song_title,song_artist,spotify_link,title,artist,lyrics,genre
760,60,A Well Respected Man,The Kinks,[{'song_link': 'https://open.spotify.com/track/5e3isD5st7PGYzSJuoRSIV'}],A Well Respected Man,The Kinks,"[Verse 1]
'Cause he gets up in the morning
And he goes to work at nine
And he comes back home at five-thirty
Gets the same train every time
Cause his world is built round punctuality
It never fails

[Chorus]
And he's oh, so good
And he's oh, so fine
And he's oh, so healthy
In his body and his mind
He's a well respected man about town
Doing the best things so conservatively

[Verse 2]
And his mother goes to meetings
While his father pulls the maid
And she stirs the tea with councilors
While discussing foreign trade
And she passes looks, as well as bills
At every suave young man

[Chorus]
'Cause he's oh, so good
And he's oh, so fine
And he's oh, so healthy
In his body and his mind
He's a well respected man about town
Doing the best things so conservatively


[Verse 3]
And he likes his own backyard
And he likes his fags the best
'Cause he's better than the rest
And his own sweat smells the best
And he hopes to grab his fathers loot
When pater passes on

[Chorus]
'Cause he's oh, so good
And he's oh, so fine
And he's oh, so healthy
In his body and his mind
He's a well respected man about town
Doing the best things so conservatively

[Verse 4]
And he plays at stocks and shares
And he goes to the regatta
And he adores the girl next door
'Cause he's dying to get at her
But his mother knows the best about
The matrimonial stakes

[Chorus]
'Cause he's oh, so good
And he's oh, so fine
And he's oh, so healthy
In his body and his mind
He's a well respected man about town
Doing the best things so conservatively","album rock, art rock, british invasion, classic rock, folk rock, glam rock, protopunk, psychedelic rock, rock, singer-songwriter"
761,61,Dinero,Jennifer Lopez,[{'song_link': 'https://open.spotify.com/track/22mQXNE0nCuWq4yOwcadIn'}],Dinero,Jennifer Lopez,"[Refrain: Jennifer Lopez, DJ Khaled]
Me and Benjamín Franco stay at the banco
Getting checks like Nike, everywhere that I go
If you ain't getting no pesos, ¿qué estás haciendo? (J. Lo)
Stack it up like Legos, quiero dinero (Another one)

[Verse 1: Jennifer Lopez, DJ Khaled]
Me and my man, we stack it up to the ceiling (More money)
Cállate la boca, let me finish (More money)
Every day I’m alive, I make a killing (Let's get it)
Yeah, I swear I'ma get it

[Chorus: Jennifer Lopez with DJ Khaled]
Yo quiero, yo quiero dinero, ay
Yo quiero, yo quiero dinero, ay
I just want the green, want the money, want the cash flow
Yo quiero la venta, sí, sin cuenta, sí, lo siento
Yo quiero, yo quiero dinero, ay
Yo quiero, yo quiero dinero, ay
I just want the green, want the money, want the cash flow
Yo quiero la venta, sí, sin cuenta, sí, lo siento

[Verse 2: Jennifer Lopez, DJ Khaled]
Soy la Princesa, San Juan, Puerto Rico
They say money talk, but my talking bilingual
I should be cuffed, though, ’cause I don't do singles
In love with the money, so no need to mingle (Let's ride)
Just back it up, hot talk, yeah, back it up
Holla at that if you actin' up
You ain't got that, you can't sit with us, yeah
Designer frames make you double take
Ben and Andy on a double date
Grant just hit me, said he on the way


[Chorus: Jennifer Lopez with DJ Khaled, DJ Khaled]
Yo quiero, yo quiero dinero, ay
Yo quiero, yo quiero dinero, ay
I just want the green, want the money, want the Cash flow
Yo quiero la venta, sí, sin cuenta, sí, lo siento (Cardi B)

[Verse 3: Cardi B]
Look, they gon' do what I say so, Cardi B and J. Lo
Talk behind my back, but never up in my face, though
I just want my money, chips, guap, and queso
Y'all can kiss my ass, dame un beso
Dominicana, drippin’ in designer
I got the juice, no Tropicana
I got the box that got the most flavor
Big fat cat like in the bodegas
Still making money moves (Yeah)
Tell me what you think (Yeah)
Merengue to the money (Woo)
Bachata to the bank (Oww)
I spice it up, I’m like sofrito
I need my money, yo necesito
I told y'all, I’m trap Selena
I'll backhand a bitch like Serena
We need the guap, run up in your spot
Put it to your head like, ""Give me what you got""
Two bad bitches that came from the Bronx
Cardi from the pole and Jenny from the block (Block)


[Chorus: Jennifer Lopez with DJ Khaled, DJ Khaled]
Yo quiero, yo quiero dinero, ay
Yo quiero, yo quiero dinero, ay
I just want the green, want the money, want the cash flow
Yo quiero la venta, sí, sin cuenta, sí, lo siento
Yo quiero, yo quiero dinero
Dinero, di— (Dinero)
I just want the dinero, di— (Dinero)
I just want the dinero, dinero
I just want the dinero, dinero
Yo quiero, yo quiero dinero, ay
Yo quiero, yo quiero dinero, ay
I just want the green, want the money, want the cash flow
Yo quiero la venta, sí, sin cuenta, sí, lo siento

[Refrain: Jennifer Lopez]
Me and Benjamín Franco stay at the banco
Getting checks like Nike, everywhere that I go
If you ain't getting no pesos, ¿qué estás haciendo?
Stack it up like Legos, quiero dinero","dance pop, pop, urban contemporary"
762,62,On the Floor,Jennifer Lopez,[{'song_link': 'https://open.spotify.com/album/543NK5YT3RjGmP7nFzWJPm'}],On the Floor,Jennifer Lopez,"[Intro: Pitbull & Jennifer Lopez]
JLo
Ya tú sabes, no es más nada
It's a new generation
Mr. Worldwide
Of party people
Yeah, get on the floor, dale
Get on the floor, RedOne
Let me introduce you to my party people in the club, ha

[Verse 1: Pitbull]
I'm loose (I'm loose)
And everybody knows I get off the chain
Babe, it's the truth (It's the truth)
I'm like Inception, I play with your brain
So I don't sleep or snooze (Snooze)
I don't play no games so d-d-don't-don't-don't get it confused, no
'Cause you will lose, yeah
Now, now pu-pu-pu-pu-pu-pu-pump it up
And back it up, like a Tonka truck, dale!

[Verse 2: Jennifer Lopez, Pitbull & Both]
If you go hard, you gotta get on the floor (Hey)
If you're a party freak, then step on the floor (Yeah)
If you're an animal, then tear up the floor
Break a sweat on the floor, yeah, we work on the floor (Ah)
Don't stop, keep it movin', put your drinks up (Woo)
Pick your body up and drop it on the floor (Hey)
Let the rhythm change your world on the floor (Hahaha)
You know we're runnin' shit tonight on the floor
Brazil, Morocco, London to Ibiza
Straight to L.A., New York, Vegas to Africa (Dale)


[Chorus: Jennifer Lopez & Pitbull]
Dance the night away
Live your life, and stay young on the floor (Hahaha)
Dance the night away
Grab somebody, drink a little more
Así mismo, así me gusta
Así me gusta, así me gusta
La-la-la-la-la, la-la-la-la, la-la-la-la-la
Tonight, we gon' be it on the floor (Woo)
La-la-la-la-la, la-la-la-la, la-la-la-la-la
Tonight, we gon' be it on the floor (It's rocking)

[Verse 3: Jennifer Lopez, Pitbull & Both]
I know you got it, clap your hands on the floor (Hey)
And keep on rockin', rock it up on the floor (Yeah)
If you're a criminal, kill it on the floor
Steal it quick on the floor, on the floor (Yeah)
Don't stop, keep it movin', put your drinks up (Woo)
It's gettin' ill, it's gettin' sick on the floor (Hey)
We never quit, we never rest on the floor (Yeah)
If I ain't wrong, we'll probably die on the floor
Brazil, Morocco, London to Ibiza
Straight to L.A., New York, Vegas to Africa (Dale)

[Chorus: Jennifer Lopez & Pitbull]
Dance the night away
Live your life, and stay young on the floor (Ha, dale, así me gusta)
Dance the night away
Grab somebody, drink a little more
Dale, así me gusta
Así me gusta, así me gusta
La-la-la-la-la, la-la-la-la, la-la-la-la-la
Tonight, we gon' be it on the floor (Let's rock)
La-la-la-la-la, la-la-la-la, la-la-la-la-la
Tonight, we gon' be it on the floor (Let's rock)
La-la-la-la-la, la-la-la-la, la-la-la-la-la
Tonight, we gon' be it on the floor
La-la-la-la-la, la-la-la-la, la-la-la-la-la
Tonight, we gon' be it on the floor (Woo)


[Verse 4: Pitbull]
That badonkadonk is like a trunk full of bass on an old-school Chevy
Seven tray donkey-donk (Yeah)
All I need is some vodka and some chonky Coke
And watch a chick gon' get Donkey Kong-ed (Hahaha)
Baby, if you're ready for things to get heavy
I get on the floor and act a fool if you let me, dale
Don't believe me, just bet me (Hahaha)
My name ain't Keith, but I see why you sweat me (Hahaha)
L.A., Miami, New York
Say no more, get on the floor (Woo)

[Chorus: Jennifer Lopez & Pitbull]
Dance the night away
Live your life, and stay young on the floor
Dance the night away
Grab somebody, drink a little more
La-la-la-la-la, la-la-la-la, la-la-la-la-la (Let's rock)
Tonight, we gon' be it on the floor
La-la-la-la-la, la-la-la-la, la-la-la-la-la (Let's rock)
Tonight, we gon' be it on the floor
La-la-la-la-la, la-la-la-la, la-la-la-la-la (Woo)
Tonight, we gon' be it on the floor
La-la-la-la-la, la-la-la-la, la-la-la-la-la (Let's rock)
Tonight, we gon' be it on the floor (Woo)
Tonight, we gon' be it on the floor
Tonight, we gon' be it on the floor","dance pop, pop, urban contemporary"
763,63,Jenny from the Block,Jennifer Lopez,[{'song_link': 'https://open.spotify.com/track/6JX3sxDbJ5NOvcyLfI2a47'}],Jenny from the Block,Jennifer Lopez,"[Intro]
Children grow and women producing
Men go working, some go stealing
Everyone's got to make a living
BX, uh (South side Bronx)
(South side Bronx)

[Chorus]
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot
No matter where I go, I know where I came from (From the Bronx!)
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot
No matter where I go, I know where I came from (South side Bronx) (From the Bronx!)

[Verse 1]
From In Living Color to movie scripts
To On the 6 to J. Lo to this
Headline clips
I stay grounded as the amounts roll in
I'm real, I thought I told ya (I'm real)
I'm real even on Oprah (I'm real)
That's just me
Nothing phony, don't hate on me
What you get is what you see, oh (South side Bronx)


[Chorus]
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot
No matter where I go I know where I came from (From the Bronx!)
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot
No matter where I go I know where I came from (South side Bronx) (From the Bronx!)

[Verse 2]
I'm down to earth like this
Rocking this business
I've grown up so much
I'm in control and loving it
Rumors got me laughin', kid
I love my life and my public
Put God first and can't forget to stay real (Real)
To me it's like breathin', yeah (South side Bronx)

[Chorus]
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot
No matter where I go I know where I came from (From the Bronx!)
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot
No matter where I go I know where I came from


[Bridge]
South Bronx (Oh), the South side Bronx
F-F-F-Flip it (Boricua)
South Bronx, the South side Bronx
F-F-F-Flip it (Ah)
Now that's what happened
South Bronx, the South side Bronx
F-F-F-Flip it (Boricua's in the house, ha)
Now that's what happened
South Bronx, the South side Bronx
Everyone's got to make a living (Alright, now bring it back)

[Chorus]
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot
No matter where I go I know where I came from (From the Bronx!)
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot (South side Bronx)
No matter where I go I know where I came from (South side Bronx) (From the Bronx!)
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot (South side Bronx)
No matter where I go I know where I came from (South side Bronx) (From the Bronx!)
Dont be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot (South side Bronx)
No matter where I go I know where I came from (South side Bronx) (From the Bronx!)","dance pop, pop, urban contemporary"
764,64,All I Have,Jennifer Lopez,[{'song_link': 'https://open.spotify.com/track/0DpHMZ0vPPG79nXaJGIZlY'}],All I Have,Jennifer Lopez,"33 ContributorsTranslationssrpskiEspañolAll I Have Lyrics[Intro: Jennifer Lopez, Debra Laws & LL Cool J]
Love is life and life is living
It's very special
All my love…
Oh-oh-oh
Uh, baby, don't go
All my, all my, all my love
Baby, don't go, yeah
Very special
Baby, don't go, uh
All my love
Baby, don't go, yeah
Baby, don't go
All my, all my, all my love
I understand, just chillin'
Baby, don't go, yeah, yeah
Why you actin' like that?

[Verse 1: Jennifer Lopez & LL Cool J]
It's such a shame, but I'm leaving (Uh)
Can't take the way you mistreated me (Uh)
And it's crazy, but oh, baby (Come on, yo, uh, uh, uh)
It don't matter, whatever, don't phase me
I don't believe you wanna leave like this
I don't believe I just had my last real kiss
I do believe we'll laugh and reminisce
Wait a minute, don't bounce, baby, let's talk about this, man


[Pre-Chorus: Jennifer Lopez & LL Cool J]
Well, I'm bouncing and I'm out, son (What you want, baby?)
I gotta leave you alone (Come on now)
'Cause I'm good, holding down my spot
And I'm good reppin' the girls on the block (Don't go, baby)
And I'm good, I got this thing on lock
So without me you'll be fine, right? (Come on, baby)

[Chorus: Jennifer Lopez & LL Cool J]
All my pride is all I have
Pride is what you had, baby girl, I'm what you have
You'll be needing me, but too bad
Be easy, don't make decisions when you mad
The path you chose to run alone
I know you're independent, you can make it on your own
Here with me you had a home, oh, yeah
But time is of the essence, why spend it alone? Huh

[Verse 2: Jennifer Lopez & LL Cool J]
The nights I waited up for you (Oh, boy)
Promises you made about coming through
So much time you wasted
That's why I had to replace you (Uh, uh, uh)
It makes a cat nervous, the thought of settling down
Especially me, I was creepin' all over town (Creepin')
I thought my tender touch could lock you down (Yeah)
I knew I had you, as cocky as it sounds
That's the way you used to giggle right before I put it down
It's better when you angry, come here, I'll prove it now (Come here)
Stop playing (Haha, aw), you gaming
I gotta leave you alone (What you want now?)


[Pre-Chorus: Jennifer Lopez & LL Cool J]
'Cause I'm good holding down my spot
Stop acting like that
And I'm good reppin' the girls on the block
Now you know you need to stop
And I'm good, I got this thing on lock
So without me you'll be fine, right?
Here we go

[Chorus: Jennifer Lopez & LL Cool J]
All my pride is all I have
Pride is what you had, baby girl, I'm what you have
You'll be needing me, but too bad
Be easy, don't make decisions when you mad
The path you chose to run alone
I know you're independent, you can make it on your own
Here with me you had a home, oh, yeah
But time is of the essence, why spend it alone? Huh

[Verse 3: LL Cool J & Jennifer Lopez]
People make mistakes to make up, to break up, to wake up
Cold and lonely, chill, baby, you know me, you love me (Oh)
I'm like your homie, instead of beefin', come hold me
I promise I'm not a phony, don't bounce, baby, console me (Come here)
Ain't nothing you can say to me that
Can change my mind, I got to let you go now (Chill, baby)
And nothing will ever be the same, so just (Yeah)
Be on your way, go ahead and do your thing now (Baby, don't go)
And there's no more to explain to me, you know (Come on, now)
I know your game and I'm not feeling what you do (Come on, now)
So I'm bouncing and I'm out, son (Don't bounce)
I gotta leave you alone, yeah, yeah (Don't bounce, don't bounce, baby)


[Chorus: Jennifer Lopez & LL Cool J]
All my pride is all I have (Don't bounce, baby)
Pride is what you had, baby girl, I'm what you have
You'll be needing me, but too bad (Don't bounce, baby)
Be easy, don't make decisions when you mad (Uh)
The path you chose to run alone
I know you're independent, you can make it on your own
Here with me you had a home, oh, yeah
But time is of the essence, why spend it alone? Huh
All my pride is all I have (Don't bounce, baby)
Pride is what you had, baby girl, I'm what you have (Baby, don't go)
You'll be needing me, but too bad (You're everything to me)
Be easy, don't make decisions when you mad (You mean everything to me, baby)
The path you chose to run alone
I know you're independent, you can make it on your own (We all make mistakes, you know what I'm sayin'?)
Here with me you had a home, oh, yeah (I still love you, baby)
But time is of the essence, why spend it alone? Huh (I'll always love you, baby)

[Outro: LL Cool J]
I promise you
You know what I'm sayin'?","dance pop, pop, urban contemporary"
765,65,Ain’t Your Mama,Jennifer Lopez,[{'song_link': 'https://open.spotify.com/track/1zdDVW082LGAlTuORp723x'}],Ain’t Your Mama,Jennifer Lopez,"[Chorus]
I ain't gon' be cooking all day, I ain't your mama
I ain't gon' do your laundry, I ain't your mama, hmm
I ain't your mama, boy, I ain't your mama
When you gon' get your act together? I ain't your mama

[Post-Chorus]
No, I ain't your mama
No, I ain't your mama, no

[Verse 1]
Wake up and rise and shine (Ah-yeah-yeah-yeah)
Best get to work on time (Ah-yeah-yeah-yeah)
No more playing video games (Ah-yeah-yeah-yeah)
Things are about to change ('Round here, 'round here)

[Pre-Chorus]
We used to be crazy in love (Ooh)
Can we go back to how it was? (Ooh)
When did you get too comfortable? (Ooh)
Cause I'm too good for that, I'm too good for that
Just remember that, hey

[Chorus]
I ain't gon' be cooking all day, I ain't your mama
I ain't gon' do your laundry, I ain't your mama, hmm
I ain't your mama, boy, I ain't your mama
When you gon' get your act together? I ain't your mama


[Post-Chorus]
No, I ain't your mama
No, I ain't your mama, no

[Verse 2]
Lucky to have these curves (Ah-yeah-yeah-yeah)
Stop getting on my nerves (Ah-yeah-yeah-yeah)
You still tryna ride this train? (Ah-yeah-yeah-yeah)
'Cause some things have gotta change ('Round here, 'round here)

[Pre-Chorus]
We used to be crazy in love (Ooh)
Can we go back to how it was? (Ooh)
When did you get too comfortable? (Ooh; Hey)
'Cause I'm too good for that, I'm too good for that
Just remember that, hey

[Chorus]
I ain't gon' be cooking all day, I ain't your mama (I ain't your mama, no)
I ain't gon' do your laundry, I ain't your mama (I ain't your mama, hey, hey)
I ain't your mama, boy, I ain't your mama (Oh, hey)
When you gon' get your act together? I ain't your mama (I ain't your mama)

[Post-Chorus]
No, I ain't your mama
No, I ain't your mama, no


[Interlude]
I ain't your mama, no

[Pre-Chorus]
We used to be crazy in love (Ooh)
Can we go back to how it was? (Ooh)
When did you get too comfortable? (Ooh)
Cause I'm too good for that, I'm too good for that
Just remember that, hey

[Chorus]
I ain't gon' be cooking all day, I ain't your mama (I ain't your mama)
I ain't gon' do your laundry, I ain't your mama (I ain't your mama, hey)
I ain't your mama, boy, I ain't your mama (Ah no no, ah no no)
When you gon' get your act together? I ain't your mama ('Cause I ain't your mama, hey)
I ain't gon' be cooking all day, I ain't your mama
I ain't gon' do your laundry, I ain't your mama ('Cause I ain't your mama, hey)
I ain't your mama, boy, I ain't your mama (Na-na-na, na na na)
When you gon' get your act together? I ain't your mama (No, I ain't your mama, no)

[Post-Chorus]
No, I ain't your mama (I ain't your mama, no)
No, I ain't your mama (I ain't your mama, no)
No, I ain't your mama
No, I ain't your mama, no","dance pop, pop, urban contemporary"
766,66,Glory Box,Portishead,[{'song_link': 'https://open.spotify.com/track/3Ty7OTBNSigGEpeW2PqcsC'}],Glory Box,Portishead,"[Verse 1]
I'm so tired of playing
Playing with this bow and arrow
Gonna give my heart away
Leave it to the other girls to play
For I've been a temptress too long
Just...

[Chorus]
Give me a reason to love you
Give me a reason to be a woman
I just wanna be a woman

[Verse 2]
From this time, unchained
We're all looking at a different picture
Through this new frame of mind
A thousand flowers could bloom
Move over and give us some room, yeah

[Chorus]
Give me a reason to love you
Give me a reason to be a woman
I just wanna be a woman

[Guitar Solo]


[Verse 3]
So don't you stop being a man
Just take a little look
From outside when you can
Sow a little tenderness
No matter if you cry

[Chorus]
Give me a reason to love you
Give me a reason to be a woman
I just wanna be a woman

[Bridge]
It's all I wanna be, is all, a woman
For this is the beginning
Of forever and ever
It's time to move over
It's all I wanna be
[Outro]
I'm so tired of playing
Playing with this bow and arrow
Gonna give my heart away
Leave it to the other girls to play
For I've been a temptress too long
Just
Give me a reason to love you","alternative rock, art pop, dark pop, electronica, laboratorio, trip hop"
767,67,Roads,Portishead,[{'song_link': 'https://open.spotify.com/track/2sW8fmnISifQTRgnRrQTYW'}],Roads,Portishead,"[Pre-Chorus]
Oh
Can't anybody see
We've got a war to fight
Never find our way
Regardless of what they say

[Chorus]
How can it feel this wrong?
From this moment
How can it feel this wrong?

[Verse]
Storm in the morning light
I feel, no more can I say
Frozen to myself
I got nobody on my side
And surely that ain't right
Surely that ain't right

[Pre-Chorus]
Oh
Can't anybody see
We've got a war to fight
Never find our way
Regardless of what they say


[Chorus]
How can it feel this wrong?
From this moment
How can it feel this wrong?

[Instrumental Bridge]

[Chorus]
How can it feel this wrong?
From this moment
How can it feel this wrong?

[Pre-Chorus]
Oh
Can't anybody see
We've got a war to fight
Never find our way
Regardless of what they say

[Chorus]
How can it feel this wrong?
From this moment
How can it feel this wrong?","alternative rock, art pop, dark pop, electronica, laboratorio, trip hop"
768,68,Sour Times,Portishead,[{'song_link': 'https://open.spotify.com/track/6vTtCOimcPs5H1Jr9d0Aep'}],Sour Times,Portishead,"[Verse 1]
To pretend no one can find
The fallacies of morning rose
Forbidden fruit, hidden eyes
Courtesies that I despise in me
Take a ride, take a shot now

[Chorus]
'Cause nobody loves me, it's true
Not like you do

[Verse 2]
Covered by the blind belief
That fantasies of sinful screens
Bear the facts, assume the dye
End the vows, no need to lie, enjoy
Take a ride, take a shot now

[Chorus]
'Cause nobody loves me, it's true
Not like you do

[Bridge]
Who am I, what and why?
'Cause all I have left
Is my memories of yesterday
Oh, these sour times


[Chorus]
'Cause nobody loves me, it's true
Not like you do

[Verse 3]
After time, the bitter taste
Of innocence, descent, or race
Scattered seeds, buried lives
Mysteries of our disguise revolve
Circumstance will decide

[Chorus]
‘Cause nobody loves me, it’s true
Not like you do

[Instrumental]

[Chorus]
'Cause nobody loves me, it's true
Not like you
Nobody loves me, it's true
Not like you do","alternative rock, art pop, dark pop, electronica, laboratorio, trip hop"
769,69,The Rip,Portishead,[{'song_link': 'https://open.spotify.com/track/5Pi5lm4YtTKMfPrfhf0Onr'}],The Rip,Portishead,"36 ContributorsThe Rip Lyrics[Verse 1]
As she walks in the room
Centered and tall
Hesitating once more
And as I take on myself
And the bitterness I felt
I realize that love flows

[Chorus]
Wild, white horses
They will take me away
And the tenderness I feel
Will send the dark underneath
Will I follow?

[Verse 2]
Through the glory of life
I will scatter on the floor
Disappointed and sore
And in my thoughts I have bled
For the riddles I've been fed
Another lie moves over

[Chorus]
Wild, white horses
They will take me away
And the tenderness I feel
Will send the dark underneath
Will I follow?


[Instrumental Break]

[Chorus]
Wild, white horses
They will take me away
And the tenderness I feel
Will send the dark underneath
Will I follow?

[Instrumental Outro]","alternative rock, art pop, dark pop, electronica, laboratorio, trip hop"
770,70,Wandering Star,Portishead,[{'song_link': 'https://open.spotify.com/track/7h14W1uQK7sjpVI1oVTobt'}],Wandering Star,Portishead,"33 ContributorsWandering Star Lyrics[Verse 1]
Please, could you stay awhile to share my grief
For it's such a lovely day
To have to always feel this way
And the time that I will suffer less
Is when I never have to wake

[Chorus]
Wandering stars, for whom it is reserved
The blackness, the darkness, forever
Wandering stars, for whom it is reserved
The blackness, the darkness, forever

[Verse 2]
Those who have seen the needle's eye, now tread
Like a husk, from which all that was, now has fled
And the masks that the monsters wear
To feed, upon their prey

[Chorus]
Wandering stars, for whom it is reserved
The blackness, the darkness, forever
Wandering stars, for whom it is reserved
The blackness, the darkness, forever

[Verse 3]
Doubled up inside
Take a while to share my grief
Always doubled up inside
Taunted, cruel


[Chorus]
Wandering stars, for whom it is reserved
The blackness, the darkness, forever
Wandering stars, for whom it is reserved
The blackness, the darkness, forever","alternative rock, art pop, dark pop, electronica, laboratorio, trip hop"
771,71,The Middle,Jimmy Eat World,[{'song_link': 'https://open.spotify.com/track/6GG73Jik4jUlQCkKg9JuGO'}],The Middle,Jimmy Eat World,"[Verse 1]
Hey, don't write yourself off yet
It's only in your head, you feel left out or looked down on
Just try your best, try everything you can
And don't you worry what they tell themselves when you're away

[Chorus]
It just takes some time
Little girl, you're in the middle of the ride
Everything, everything will be just fine
Everything, everything will be alright, all right

[Verse 2]
Hey, you know they're all the same
You know you're doin' better on your own (On your own), so don't buy in
Live right now, yeah, just be yourself
It doesn't matter if it's good enough (Good enough) for someone else

[Chorus]
It just takes some time
Little girl, you're in the middle of the ride
Everything, everything will be just fine
Everything, everything will be all right, all right
It just takes some time
Little girl, you're in the middle of the ride
Everything, everything will be just fine
Everything, everything will be all right, all right


[Guitar Solo]
Woo!

[Verse 3]
Hey, don't write yourself off yet
It's only in your head, you feel left out (Feel left out) or looked down on
Just do your best (Just do your best), do everything you can (Do everything you can)
And don't you worry what their bitter hearts (Bitter hearts) are gonna say

[Chorus]
It just takes some time
Little girl, you're in the middle of the ride
Everything, everything will be just fine
Everything, everything will be all right, all right
It just takes some time
Little girl, you're in the middle of the ride
Everything, everything will be just fine
Everything, everything will be all right","alternative metal, alternative rock, emo, modern power pop, modern rock, neon pop punk, pop punk, pop rock, post-grunge, punk, rock"
772,72,Hear You Me,Jimmy Eat World,[{'song_link': 'https://open.spotify.com/track/1TvNcWY7WwPLQINhimxycA'}],Hear You Me,Jimmy Eat World,"[Verse 1]
There's no one in town I know
You gave us some place to go
I never said thank you for that
I thought I might get one more chance

[Pre-Chorus]
What would you think of me now?
So lucky, so strong, so proud
I never said thank you for that
Now I'll never have a chance

[Chorus]
May angels lead you in
Hear you me, my friends
On sleepless roads the sleepless go
May angels lead you in

[Instrumental Break]

[Pre-Chorus]
So, what would you think of me now?
So lucky, so strong, so proud
I never said thank you for that
Now I'll never have a chance


[Chorus]
May angels lead you in
Hear you me, my friends
On sleepless roads the sleepless go
May angels lead you in

[Bridge]
(May angels lead you in)
May angels lead you in
(May angels lead you in)
May angels lead you in

[Instrumental Break]

[Verse 2]
And if you were with me tonight
I'd sing to you just one more time
A song for a heart so big
God wouldn't let it live

[Chorus]
May angels lead you in
Hear you me, my friends
On sleepless roads the sleepless go
May angels lead you in
May angels lead you in
Hear you me, my friends
On sleepless roads the sleepless go
May angels lead you in


[Outro]
On sleepless roads the sleepless go
May angels lead you in","alternative metal, alternative rock, emo, modern power pop, modern rock, neon pop punk, pop punk, pop rock, post-grunge, punk, rock"
773,73,Sweetness,Jimmy Eat World,[{'song_link': 'https://open.spotify.com/track/429IbFR4yp2J81CeTwF5iY'}],Sweetness,Jimmy Eat World,"35 ContributorsSweetness Lyrics[Verse 1]
If you're listening, whoa-oh-oh-oh-oh-oh
Sing it back, whoa-oh-oh-oh-oh
String from your tether unwinds (String from your tether unwinds)
Whoa-oh, whoa-oh
Up and outward to bind (Up and outward to bind)
Whoa-oh, whoa-oh

[Chorus]
I was spinning free, whoa-oh-oh-oh-oh-oh
With a little sweet and simple numbing me

[Verse 2]
Are you listening? Whoa-oh-oh-oh-oh-oh
Sing it back, whoa-oh-oh-oh-oh
So tell me, what do I need? (Tell me, what do I need?)
Whoa-oh, whoa-oh
When words lose their meaning (When words lose their meaning)
Whoa-oh, whoa-oh

[Chorus]
I was spinning free, whoa-oh-oh-oh-oh-oh
With a little sweet and simple numbing me, yeah
Stumble 'til you crawl, whoa-oh-oh-oh-oh-oh
Sinking into sweet uncertainty


[Interlude]
Ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh-ooh
Ah-ah-ah-ah-ah, ah-ah-ah-ah-ah
Ah-ah-ah-ah-ah, ah-ah-ah-ah-ah
Are you listening? Are you listening?

[Verse 3]
If you're listening, whoa-oh-oh-oh-oh-oh
(If you're listening, are you listening?)
Sing it back, whoa-oh-oh-oh-oh
(If you're listening, are you listening?)
And I'm still running away (I'm still running away)
Whoa-oh, whoa-oh
Won't play your hide and seek game (Your hide and seek game)
Whoa-oh (Whoa-oh), whoa-oh

[Chorus]
I was spinning free, whoa-oh-oh-oh-oh-oh
With a little sweet and simple numbing me
What a dizzy dance, whoa-oh-oh-oh-oh-oh
A-a-and the sweetness will not be concerned with me

[Outro]
No, the sweetness will not be concerned with me
No, the sweetness will not be concerned with me","alternative metal, alternative rock, emo, modern power pop, modern rock, neon pop punk, pop punk, pop rock, post-grunge, punk, rock"
